Loss,Train_Loss,Val_Loss,Time_min
MSE,8.383331442018971e-05,0.00010517376358620822,15.2867941737175
Huber,3.995347287855111e-05,3.933288826374337e-05,15.445291952292125
Pseudo_Huber,4.1781484469538555e-05,3.9767845009919256e-05,16.09230982462565
Log_Cosh,4.956006887368858e-05,4.9554280849406496e-05,14.68153257369995
